,0,0,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
634,Faceless (feat. Gus Dapperton),Beshken,0.138,https://api.spotify.com/v1/audio-analysis/6dHrWj35HXTGvlCasE5VAA,0.435,177987.0,0.331,6dHrWj35HXTGvlCasE5VAA,0.00594,0.0,0.105,-11.184,1.0,0.0839,100.114,4.0,https://api.spotify.com/v1/tracks/6dHrWj35HXTGvlCasE5VAA,audio_features,spotify:track:6dHrWj35HXTGvlCasE5VAA,0.19
635,The Ticket,ALO,0.0289,https://api.spotify.com/v1/audio-analysis/1C6ZvjS6v0eQewUo8qcDng,0.728,206658.0,0.539,1C6ZvjS6v0eQewUo8qcDng,2.06e-06,2.0,0.325,-5.769,1.0,0.0525,95.019,4.0,https://api.spotify.com/v1/tracks/1C6ZvjS6v0eQewUo8qcDng,audio_features,spotify:track:1C6ZvjS6v0eQewUo8qcDng,0.33
636,Shalala,Moses Gunn Collective,0.204,https://api.spotify.com/v1/audio-analysis/0fFtudFYi0ZJwGQEZEh6PU,0.589,252200.0,0.82,0fFtudFYi0ZJwGQEZEh6PU,0.0188,2.0,0.423,-9.602,1.0,0.0369,117.307,4.0,https://api.spotify.com/v1/tracks/0fFtudFYi0ZJwGQEZEh6PU,audio_features,spotify:track:0fFtudFYi0ZJwGQEZEh6PU,0.787
637,At Night In Dreams,White Denim,0.000709,https://api.spotify.com/v1/audio-analysis/4Job0MohvLyWHfWEJQojyw,0.382,258867.0,0.846,4Job0MohvLyWHfWEJQojyw,0.868,2.0,0.386,-5.08,1.0,0.0482,157.029,4.0,https://api.spotify.com/v1/tracks/4Job0MohvLyWHfWEJQojyw,audio_features,spotify:track:4Job0MohvLyWHfWEJQojyw,0.417
638,Circadian Rhythms (Dusk),Stop Light Observations,0.0564,https://api.spotify.com/v1/audio-analysis/4b8W8c0fkoOtJIWXXVnFr1,0.514,234787.0,0.655,4b8W8c0fkoOtJIWXXVnFr1,0.0,3.0,0.303,-4.801,1.0,0.0291,137.431,4.0,https://api.spotify.com/v1/tracks/4b8W8c0fkoOtJIWXXVnFr1,audio_features,spotify:track:4b8W8c0fkoOtJIWXXVnFr1,0.459
639,Song To Sing When I'm Lonely,John Frusciante,0.00181,https://api.spotify.com/v1/audio-analysis/2enPRFda84VE2wtI8c86Uf,0.174,223747.0,0.742,2enPRFda84VE2wtI8c86Uf,0.281,8.0,0.198,-5.93,1.0,0.0485,163.378,4.0,https://api.spotify.com/v1/tracks/2enPRFda84VE2wtI8c86Uf,audio_features,spotify:track:2enPRFda84VE2wtI8c86Uf,0.36
640,The Righteous One,The Orwells,0.443,https://api.spotify.com/v1/audio-analysis/2vupkXhwL4sNCRgNu72HCZ,0.705,233128.0,0.474,2vupkXhwL4sNCRgNu72HCZ,0.0553,10.0,0.338,-13.081,1.0,0.0391,98.612,4.0,https://api.spotify.com/v1/tracks/2vupkXhwL4sNCRgNu72HCZ,audio_features,spotify:track:2vupkXhwL4sNCRgNu72HCZ,0.756
641,Cool Blue,The Japanese House,0.518,https://api.spotify.com/v1/audio-analysis/5gxxK6VooPiJGhAGNO1pKs,0.725,436146.0,0.721,5gxxK6VooPiJGhAGNO1pKs,0.496,6.0,0.118,-10.38,1.0,0.0465,87.993,4.0,https://api.spotify.com/v1/tracks/5gxxK6VooPiJGhAGNO1pKs,audio_features,spotify:track:5gxxK6VooPiJGhAGNO1pKs,0.524
642,Lake Superior,The Arcs,5.71e-05,https://api.spotify.com/v1/audio-analysis/5gWN50cMZdfdf8SbinlNHp,0.305,204613.0,0.925,5gWN50cMZdfdf8SbinlNHp,0.00336,9.0,0.108,-3.184,1.0,0.0981,149.727,4.0,https://api.spotify.com/v1/tracks/5gWN50cMZdfdf8SbinlNHp,audio_features,spotify:track:5gWN50cMZdfdf8SbinlNHp,0.313
643,Hanging On,KNOWER,0.253,https://api.spotify.com/v1/audio-analysis/6l3hIzPpWXFckERW2RKd2e,0.637,225467.0,0.708,6l3hIzPpWXFckERW2RKd2e,0.0,10.0,0.112,-6.244,0.0,0.0433,113.021,4.0,https://api.spotify.com/v1/tracks/6l3hIzPpWXFckERW2RKd2e,audio_features,spotify:track:6l3hIzPpWXFckERW2RKd2e,0.515
644,All Time,KNOWER,0.0117,https://api.spotify.com/v1/audio-analysis/2zRKPKF78qFoG0c4R6KNlG,0.273,520813.0,0.786,2zRKPKF78qFoG0c4R6KNlG,0.111,4.0,0.0364,-5.535,1.0,0.116,149.379,4.0,https://api.spotify.com/v1/tracks/2zRKPKF78qFoG0c4R6KNlG,audio_features,spotify:track:2zRKPKF78qFoG0c4R6KNlG,0.476
645,Juliet - Single Edit,LMNT,0.179,https://api.spotify.com/v1/audio-analysis/3OJ0qtEbfXrqSWizwfKkaZ,0.674,231303.0,0.588,3OJ0qtEbfXrqSWizwfKkaZ,1.44e-06,1.0,0.0938,-4.849,1.0,0.0403,94.077,4.0,https://api.spotify.com/v1/tracks/3OJ0qtEbfXrqSWizwfKkaZ,audio_features,spotify:track:3OJ0qtEbfXrqSWizwfKkaZ,0.585
646,Only Yesterday,Pretty Lights,0.0137,https://api.spotify.com/v1/audio-analysis/612JlaWJl5l6VIrcBck5QB,0.479,177773.0,0.759,612JlaWJl5l6VIrcBck5QB,0.0,8.0,0.093,-6.82,1.0,0.0385,164.997,4.0,https://api.spotify.com/v1/tracks/612JlaWJl5l6VIrcBck5QB,audio_features,spotify:track:612JlaWJl5l6VIrcBck5QB,0.574
647,You're the Best,Wet,0.197,https://api.spotify.com/v1/audio-analysis/20nWVcL69RbD6xF1mafrHO,0.524,371143.0,0.521,20nWVcL69RbD6xF1mafrHO,0.0372,11.0,0.106,-7.569,1.0,0.0252,140.038,4.0,https://api.spotify.com/v1/tracks/20nWVcL69RbD6xF1mafrHO,audio_features,spotify:track:20nWVcL69RbD6xF1mafrHO,0.449
648,Lottery,Kali Uchis,0.932,https://api.spotify.com/v1/audio-analysis/0yjdEwkPYbhCXN6uCedpVu,0.726,162000.0,0.46,0yjdEwkPYbhCXN6uCedpVu,1.73e-05,5.0,0.0731,-5.33,1.0,0.0758,143.737,4.0,https://api.spotify.com/v1/tracks/0yjdEwkPYbhCXN6uCedpVu,audio_features,spotify:track:0yjdEwkPYbhCXN6uCedpVu,0.665
649,Jane,Jefferson Starship,0.000813,https://api.spotify.com/v1/audio-analysis/1Ac5BDsGUMQ3tsW2vnc52x,0.443,278640.0,0.545,1Ac5BDsGUMQ3tsW2vnc52x,0.0137,0.0,0.202,-8.196,1.0,0.0273,99.914,4.0,https://api.spotify.com/v1/tracks/1Ac5BDsGUMQ3tsW2vnc52x,audio_features,spotify:track:1Ac5BDsGUMQ3tsW2vnc52x,0.104
650,Dissolve,Hibou,0.502,https://api.spotify.com/v1/audio-analysis/0CyRloqqjpeKEAd3cO6J6z,0.655,187820.0,0.653,0CyRloqqjpeKEAd3cO6J6z,0.75,4.0,0.0781,-7.488,1.0,0.0278,114.995,4.0,https://api.spotify.com/v1/tracks/0CyRloqqjpeKEAd3cO6J6z,audio_features,spotify:track:0CyRloqqjpeKEAd3cO6J6z,0.732
651,Lover Come Back,City and Colour,0.294,https://api.spotify.com/v1/audio-analysis/1R1yheuqbn1J0u5bFRHdHU,0.422,177687.0,0.828,1R1yheuqbn1J0u5bFRHdHU,0.00137,6.0,0.127,-6.476,0.0,0.0473,110.447,4.0,https://api.spotify.com/v1/tracks/1R1yheuqbn1J0u5bFRHdHU,audio_features,spotify:track:1R1yheuqbn1J0u5bFRHdHU,0.385
652,Always Forever,Cults,0.18,https://api.spotify.com/v1/audio-analysis/0czxpeFyqZBiCL6rjU2MJP,0.529,188971.0,0.644,0czxpeFyqZBiCL6rjU2MJP,0.188,5.0,0.493,-7.383,1.0,0.069,57.107,4.0,https://api.spotify.com/v1/tracks/0czxpeFyqZBiCL6rjU2MJP,audio_features,spotify:track:0czxpeFyqZBiCL6rjU2MJP,0.0682
653,Heart It Races - Dr Dog Version,Dr. Dog,0.276,https://api.spotify.com/v1/audio-analysis/35QAUfIbfIXT3p3cWhaKxZ,0.786,261773.0,0.686,35QAUfIbfIXT3p3cWhaKxZ,0.668,4.0,0.0416,-7.18,1.0,0.0289,119.997,4.0,https://api.spotify.com/v1/tracks/35QAUfIbfIXT3p3cWhaKxZ,audio_features,spotify:track:35QAUfIbfIXT3p3cWhaKxZ,0.542
654,Killing Jar,Marcus Marr,0.0116,https://api.spotify.com/v1/audio-analysis/4TDoUr2meaXsfbPFMdrqOE,0.555,379213.0,0.454,4TDoUr2meaXsfbPFMdrqOE,0.0294,5.0,0.0708,-11.806,1.0,0.0338,118.003,3.0,https://api.spotify.com/v1/tracks/4TDoUr2meaXsfbPFMdrqOE,audio_features,spotify:track:4TDoUr2meaXsfbPFMdrqOE,0.214
655,Itch,Nothing But Thieves,0.0312,https://api.spotify.com/v1/audio-analysis/1C4ev92n1v6Ffnkt9HtJsk,0.564,158051.0,0.556,1C4ev92n1v6Ffnkt9HtJsk,0.128,11.0,0.276,-9.829,1.0,0.0289,102.694,4.0,https://api.spotify.com/v1/tracks/1C4ev92n1v6Ffnkt9HtJsk,audio_features,spotify:track:1C4ev92n1v6Ffnkt9HtJsk,0.368
656,Control,Olympic Ayres,0.337,https://api.spotify.com/v1/audio-analysis/6tS6kNSPYD1BZbBOg7YiYM,0.611,288000.0,0.618,6tS6kNSPYD1BZbBOg7YiYM,0.00254,11.0,0.108,-5.129,1.0,0.0258,92.012,4.0,https://api.spotify.com/v1/tracks/6tS6kNSPYD1BZbBOg7YiYM,audio_features,spotify:track:6tS6kNSPYD1BZbBOg7YiYM,0.204
657,Young Blood,The Districts,0.00565,https://api.spotify.com/v1/audio-analysis/6HksxcBzMVdT17aq1Q79Xe,0.439,248640.0,0.709,6HksxcBzMVdT17aq1Q79Xe,0.00152,0.0,0.131,-3.545,1.0,0.026,81.331,4.0,https://api.spotify.com/v1/tracks/6HksxcBzMVdT17aq1Q79Xe,audio_features,spotify:track:6HksxcBzMVdT17aq1Q79Xe,0.319
658,Marceline,Vista Kicks,0.371,https://api.spotify.com/v1/audio-analysis/0Sox7tv3MK5h6AkFLUPHtY,0.753,248387.0,0.39,0Sox7tv3MK5h6AkFLUPHtY,0.000815,6.0,0.125,-7.294,0.0,0.0403,136.747,4.0,https://api.spotify.com/v1/tracks/0Sox7tv3MK5h6AkFLUPHtY,audio_features,spotify:track:0Sox7tv3MK5h6AkFLUPHtY,0.374
659,Silhouettes,Colony House,0.886,https://api.spotify.com/v1/audio-analysis/6AIAcVlHaBMqhKxFSFpq3M,0.406,251400.0,0.82,6AIAcVlHaBMqhKxFSFpq3M,0.000697,6.0,0.329,-4.897,1.0,0.34,68.041,4.0,https://api.spotify.com/v1/tracks/6AIAcVlHaBMqhKxFSFpq3M,audio_features,spotify:track:6AIAcVlHaBMqhKxFSFpq3M,0.744
660,Let It Grow,Maximum Balloon,0.218,https://api.spotify.com/v1/audio-analysis/6TlKBFsBhaidP6yGksGbi2,0.39,448653.0,0.47,6TlKBFsBhaidP6yGksGbi2,0.00226,5.0,0.121,-11.457,1.0,0.028,74.965,4.0,https://api.spotify.com/v1/tracks/6TlKBFsBhaidP6yGksGbi2,audio_features,spotify:track:6TlKBFsBhaidP6yGksGbi2,0.527
661,Flying Kites,Jeremy Zucker,0.862,https://api.spotify.com/v1/audio-analysis/3dJSC3yIV69Afxvme5qf5d,0.397,237405.0,0.188,3dJSC3yIV69Afxvme5qf5d,0.000615,8.0,0.126,-12.851,0.0,0.0364,184.057,3.0,https://api.spotify.com/v1/tracks/3dJSC3yIV69Afxvme5qf5d,audio_features,spotify:track:3dJSC3yIV69Afxvme5qf5d,0.35
662,First Love / Late Spring,Mitski,0.0203,https://api.spotify.com/v1/audio-analysis/3MGkU9iwnb6ziAcPul5dSv,0.487,206354.0,0.763,3MGkU9iwnb6ziAcPul5dSv,0.37,1.0,0.343,-5.331,0.0,0.03,155.667,4.0,https://api.spotify.com/v1/tracks/3MGkU9iwnb6ziAcPul5dSv,audio_features,spotify:track:3MGkU9iwnb6ziAcPul5dSv,0.716
663,We're Not Just Friends,"Parks, Squares and Alleys",0.894,https://api.spotify.com/v1/audio-analysis/5J409CCD03eO7CQ050fiGx,0.824,298781.0,0.136,5J409CCD03eO7CQ050fiGx,0.0035,0.0,0.0765,-7.938,1.0,0.0588,115.03,3.0,https://api.spotify.com/v1/tracks/5J409CCD03eO7CQ050fiGx,audio_features,spotify:track:5J409CCD03eO7CQ050fiGx,0.155
664,No Love Like Yours,Edward Sharpe & The Magnetic Zeros,0.746,https://api.spotify.com/v1/audio-analysis/0q4EWOfwrLzGPawD3a0Nqu,0.616,251876.0,0.498,0q4EWOfwrLzGPawD3a0Nqu,0.371,11.0,0.11,-8.575,1.0,0.0262,104.028,4.0,https://api.spotify.com/v1/tracks/0q4EWOfwrLzGPawD3a0Nqu,audio_features,spotify:track:0q4EWOfwrLzGPawD3a0Nqu,0.308
665,Give It to Me,HOMESHAKE,0.169,https://api.spotify.com/v1/audio-analysis/62nYkaIBesfvQSSwTjPnYS,0.397,173267.0,0.423,62nYkaIBesfvQSSwTjPnYS,9.58e-05,11.0,0.0957,-14.027,0.0,0.0278,88.462,4.0,https://api.spotify.com/v1/tracks/62nYkaIBesfvQSSwTjPnYS,audio_features,spotify:track:62nYkaIBesfvQSSwTjPnYS,0.49
666,California,The Lagoons,0.23,https://api.spotify.com/v1/audio-analysis/3Xls4cNOwy01dtrNXb1inG,0.547,303200.0,0.58,3Xls4cNOwy01dtrNXb1inG,0.00877,2.0,0.0569,-13.415,0.0,0.0293,109.827,4.0,https://api.spotify.com/v1/tracks/3Xls4cNOwy01dtrNXb1inG,audio_features,spotify:track:3Xls4cNOwy01dtrNXb1inG,0.505
667,Me and Your Mama,Childish Gambino,0.475,https://api.spotify.com/v1/audio-analysis/6FRwDxXsvSasw0y2eDArsz,0.684,250000.0,0.481,6FRwDxXsvSasw0y2eDArsz,6.57e-05,2.0,0.118,-12.59,1.0,0.0384,115.078,4.0,https://api.spotify.com/v1/tracks/6FRwDxXsvSasw0y2eDArsz,audio_features,spotify:track:6FRwDxXsvSasw0y2eDArsz,0.784
668,Oversized,Basement,0.207,https://api.spotify.com/v1/audio-analysis/4F1AgKpuFRMLEgtPETVwZk,0.398,129120.0,0.392,4F1AgKpuFRMLEgtPETVwZk,0.0,7.0,0.102,-9.05,1.0,0.0282,184.267,3.0,https://api.spotify.com/v1/tracks/4F1AgKpuFRMLEgtPETVwZk,audio_features,spotify:track:4F1AgKpuFRMLEgtPETVwZk,0.378
669,Ghosting,Mother Mother,0.0727,https://api.spotify.com/v1/audio-analysis/1rtv2Qo1W2Rosrk1r9Khmw,0.61,314227.0,0.658,1rtv2Qo1W2Rosrk1r9Khmw,0.000514,1.0,0.318,-5.565,0.0,0.0537,79.968,4.0,https://api.spotify.com/v1/tracks/1rtv2Qo1W2Rosrk1r9Khmw,audio_features,spotify:track:1rtv2Qo1W2Rosrk1r9Khmw,0.489
670,My Friends,Red Hot Chili Peppers,0.0132,https://api.spotify.com/v1/audio-analysis/3WLwkFXJpZ1VpDxAh0DXzz,0.435,183760.0,0.591,3WLwkFXJpZ1VpDxAh0DXzz,0.0,2.0,0.101,-6.973,1.0,0.057,129.93,4.0,https://api.spotify.com/v1/tracks/3WLwkFXJpZ1VpDxAh0DXzz,audio_features,spotify:track:3WLwkFXJpZ1VpDxAh0DXzz,0.0941
671,Mistakes,Lake Street Dive,0.000946,https://api.spotify.com/v1/audio-analysis/2khDPFbepJ22ODMOuX9E9D,0.411,181853.0,0.885,2khDPFbepJ22ODMOuX9E9D,0.0,4.0,0.156,-3.278,1.0,0.0747,146.01,4.0,https://api.spotify.com/v1/tracks/2khDPFbepJ22ODMOuX9E9D,audio_features,spotify:track:2khDPFbepJ22ODMOuX9E9D,0.487
672,LFTM (feat. Felly),Healy,0.0232,https://api.spotify.com/v1/audio-analysis/2NrCdk8AjZdTC50O5Efa6C,0.493,222266.0,0.979,2NrCdk8AjZdTC50O5Efa6C,0.000938,11.0,0.281,-3.316,0.0,0.0577,144.032,4.0,https://api.spotify.com/v1/tracks/2NrCdk8AjZdTC50O5Efa6C,audio_features,spotify:track:2NrCdk8AjZdTC50O5Efa6C,0.494
673,Oh! Sweet Nothing,The Velvet Underground,0.00176,https://api.spotify.com/v1/audio-analysis/1P8tX4dzJjd3lvQzqmzLvG,0.632,254053.0,0.65,1P8tX4dzJjd3lvQzqmzLvG,0.035,7.0,0.113,-8.449,1.0,0.0325,123.055,4.0,https://api.spotify.com/v1/tracks/1P8tX4dzJjd3lvQzqmzLvG,audio_features,spotify:track:1P8tX4dzJjd3lvQzqmzLvG,0.924
674,Drifty,Sjowgren,0.33,https://api.spotify.com/v1/audio-analysis/54XipZUcDxrEnZQ0nMuexh,0.543,232500.0,0.358,54XipZUcDxrEnZQ0nMuexh,0.299,4.0,0.0991,-12.898,0.0,0.064,120.079,4.0,https://api.spotify.com/v1/tracks/54XipZUcDxrEnZQ0nMuexh,audio_features,spotify:track:54XipZUcDxrEnZQ0nMuexh,0.197
675,Parking Lots,Plums,0.129,https://api.spotify.com/v1/audio-analysis/3X7xCWOmb7UdYJDGP4oNIx,0.536,382093.0,0.409,3X7xCWOmb7UdYJDGP4oNIx,0.458,2.0,0.0668,-6.983,0.0,0.0357,200.003,3.0,https://api.spotify.com/v1/tracks/3X7xCWOmb7UdYJDGP4oNIx,audio_features,spotify:track:3X7xCWOmb7UdYJDGP4oNIx,0.706
676,6 8,Gabriel Garzón-Montano,0.0897,https://api.spotify.com/v1/audio-analysis/3lX49Bqy21Y5HneUJ7p55G,0.505,175813.0,0.427,3lX49Bqy21Y5HneUJ7p55G,0.000561,5.0,0.0802,-13.217,0.0,0.0278,105.816,4.0,https://api.spotify.com/v1/tracks/3lX49Bqy21Y5HneUJ7p55G,audio_features,spotify:track:3lX49Bqy21Y5HneUJ7p55G,0.477
677,Always Love,Old Man Canyon,0.625,https://api.spotify.com/v1/audio-analysis/6jWkZvd1URGktyTTwcpPpB,0.579,165000.0,0.419,6jWkZvd1URGktyTTwcpPpB,0.0,0.0,0.0981,-10.72,1.0,0.0346,104.564,4.0,https://api.spotify.com/v1/tracks/6jWkZvd1URGktyTTwcpPpB,audio_features,spotify:track:6jWkZvd1URGktyTTwcpPpB,0.673
678,I Feel Free,Cream,0.479,https://api.spotify.com/v1/audio-analysis/4CoGNqLap7UGU5Q3VdKug0,0.769,156173.0,0.645,4CoGNqLap7UGU5Q3VdKug0,0.0,0.0,0.137,-6.739,1.0,0.0434,118.411,4.0,https://api.spotify.com/v1/tracks/4CoGNqLap7UGU5Q3VdKug0,audio_features,spotify:track:4CoGNqLap7UGU5Q3VdKug0,0.943
679,White Room,Cream,0.118,https://api.spotify.com/v1/audio-analysis/0lpMixnQYLyRkvLXpCTkQj,0.656,194760.0,0.402,0lpMixnQYLyRkvLXpCTkQj,0.0,9.0,0.0828,-13.263,0.0,0.0314,117.742,3.0,https://api.spotify.com/v1/tracks/0lpMixnQYLyRkvLXpCTkQj,audio_features,spotify:track:0lpMixnQYLyRkvLXpCTkQj,0.673
680,Sunshine Of Your Love,Cream,0.807,https://api.spotify.com/v1/audio-analysis/7FwkoTz8Ic8C5YaE9XXGIU,0.48,174800.0,0.471,7FwkoTz8Ic8C5YaE9XXGIU,0.0,7.0,0.15,-6.278,1.0,0.028,98.677,4.0,https://api.spotify.com/v1/tracks/7FwkoTz8Ic8C5YaE9XXGIU,audio_features,spotify:track:7FwkoTz8Ic8C5YaE9XXGIU,0.721
681,You've Got To Hide Your Love Away - Remastered 2009,The Beatles,0.263,https://api.spotify.com/v1/audio-analysis/1MJ5f5EYBC92ADD6xcz7nb,0.537,231724.0,0.558,1MJ5f5EYBC92ADD6xcz7nb,0.91,11.0,0.102,-8.678,1.0,0.0929,131.037,4.0,https://api.spotify.com/v1/tracks/1MJ5f5EYBC92ADD6xcz7nb,audio_features,spotify:track:1MJ5f5EYBC92ADD6xcz7nb,0.505
682,Jarmin in the Dark,Young Monks,0.187,https://api.spotify.com/v1/audio-analysis/4Lt4Ljc1acUJBbx8O6FIdV,0.602,195573.0,0.654,4Lt4Ljc1acUJBbx8O6FIdV,0.0,1.0,0.0864,-6.467,1.0,0.0883,92.303,4.0,https://api.spotify.com/v1/tracks/4Lt4Ljc1acUJBbx8O6FIdV,audio_features,spotify:track:4Lt4Ljc1acUJBbx8O6FIdV,0.733
683,She's Casual,The Hunna,0.0116,https://api.spotify.com/v1/audio-analysis/14Z4CDP8lfdHsUQbmlzvjv,0.688,204040.0,0.839,14Z4CDP8lfdHsUQbmlzvjv,0.0257,10.0,0.0567,-6.514,1.0,0.0384,119.962,4.0,https://api.spotify.com/v1/tracks/14Z4CDP8lfdHsUQbmlzvjv,audio_features,spotify:track:14Z4CDP8lfdHsUQbmlzvjv,0.746
684,You & Me,The Hunna,0.256,https://api.spotify.com/v1/audio-analysis/7C3DDfhqaTeUOeVjA81WCw,0.605,203000.0,0.638,7C3DDfhqaTeUOeVjA81WCw,0.0,4.0,0.0643,-5.554,1.0,0.0295,142.134,4.0,https://api.spotify.com/v1/tracks/7C3DDfhqaTeUOeVjA81WCw,audio_features,spotify:track:7C3DDfhqaTeUOeVjA81WCw,0.8
685,Wolves (You Got Me),DREAMERS,0.0284,https://api.spotify.com/v1/audio-analysis/2rPOpO2otGTMr2dmdw4zvR,0.642,231102.0,0.628,2rPOpO2otGTMr2dmdw4zvR,0.5,7.0,0.139,-9.181,0.0,0.0273,144.973,3.0,https://api.spotify.com/v1/tracks/2rPOpO2otGTMr2dmdw4zvR,audio_features,spotify:track:2rPOpO2otGTMr2dmdw4zvR,0.562
686,Roller,Quilt,0.23,https://api.spotify.com/v1/audio-analysis/5cf1ZfI16kHp3S1ySpQ36G,0.432,257213.0,0.458,5cf1ZfI16kHp3S1ySpQ36G,0.719,0.0,0.111,-9.723,1.0,0.0399,152.572,3.0,https://api.spotify.com/v1/tracks/5cf1ZfI16kHp3S1ySpQ36G,audio_features,spotify:track:5cf1ZfI16kHp3S1ySpQ36G,0.232
687,Release You,Tom Misch,0.441,https://api.spotify.com/v1/audio-analysis/5lvOPh9NXRCIqvDuORC3Hn,0.675,229763.0,0.802,5lvOPh9NXRCIqvDuORC3Hn,0.036,3.0,0.117,-5.67,1.0,0.04,137.988,3.0,https://api.spotify.com/v1/tracks/5lvOPh9NXRCIqvDuORC3Hn,audio_features,spotify:track:5lvOPh9NXRCIqvDuORC3Hn,0.366
688,Baby Boy,Childish Gambino,0.0549,https://api.spotify.com/v1/audio-analysis/3dmsgudsfeGdQ9NsZFOm0C,0.819,130962.0,0.688,3dmsgudsfeGdQ9NsZFOm0C,0.0568,2.0,0.0799,-5.967,0.0,0.0363,104.013,4.0,https://api.spotify.com/v1/tracks/3dmsgudsfeGdQ9NsZFOm0C,audio_features,spotify:track:3dmsgudsfeGdQ9NsZFOm0C,0.961
689,Sunday Morning,The Velvet Underground,0.0171,https://api.spotify.com/v1/audio-analysis/6kgdqS2d9vnpieaqAW2ZWt,0.531,256387.0,0.598,6kgdqS2d9vnpieaqAW2ZWt,1.36e-06,6.0,0.103,-5.534,0.0,0.0256,81.012,4.0,https://api.spotify.com/v1/tracks/6kgdqS2d9vnpieaqAW2ZWt,audio_features,spotify:track:6kgdqS2d9vnpieaqAW2ZWt,0.377
690,My Girl,The Temptations,0.0117,https://api.spotify.com/v1/audio-analysis/7fjLBPTsQrbkV2WRedi2bw,0.683,175357.0,0.86,7fjLBPTsQrbkV2WRedi2bw,0.000379,7.0,0.356,-7.317,1.0,0.31,143.311,4.0,https://api.spotify.com/v1/tracks/7fjLBPTsQrbkV2WRedi2bw,audio_features,spotify:track:7fjLBPTsQrbkV2WRedi2bw,0.298
691,Ain't Too Proud To Beg,The Temptations,0.806,https://api.spotify.com/v1/audio-analysis/3O1qFy4aUrgt20K3U7NcSh,0.703,143081.0,0.567,3O1qFy4aUrgt20K3U7NcSh,0.377,0.0,0.247,-6.917,1.0,0.0651,81.519,4.0,https://api.spotify.com/v1/tracks/3O1qFy4aUrgt20K3U7NcSh,audio_features,spotify:track:3O1qFy4aUrgt20K3U7NcSh,0.322
692,You've Really Got A Hold On Me,Smokey Robinson & The Miracles,0.528,https://api.spotify.com/v1/audio-analysis/4usVYcPlxRgRet6YashdCJ,0.619,208093.0,0.438,4usVYcPlxRgRet6YashdCJ,0.000869,3.0,0.0623,-13.139,1.0,0.0359,73.122,4.0,https://api.spotify.com/v1/tracks/4usVYcPlxRgRet6YashdCJ,audio_features,spotify:track:4usVYcPlxRgRet6YashdCJ,0.541
693,The Tracks Of My Tears,Smokey Robinson & The Miracles,0.641,https://api.spotify.com/v1/audio-analysis/3FJx4hDb1mpFTabHzK4LIO,0.644,218333.0,0.473,3FJx4hDb1mpFTabHzK4LIO,0.771,4.0,0.129,-6.986,1.0,0.029,107.995,4.0,https://api.spotify.com/v1/tracks/3FJx4hDb1mpFTabHzK4LIO,audio_features,spotify:track:3FJx4hDb1mpFTabHzK4LIO,0.288
694,Chamber Of Reflection,Mac DeMarco,0.347,https://api.spotify.com/v1/audio-analysis/4HqxTpbXpLO1jgKJppk8Gl,0.655,269283.0,0.554,4HqxTpbXpLO1jgKJppk8Gl,0.101,7.0,0.122,-6.898,1.0,0.0519,176.129,4.0,https://api.spotify.com/v1/tracks/4HqxTpbXpLO1jgKJppk8Gl,audio_features,spotify:track:4HqxTpbXpLO1jgKJppk8Gl,0.696
695,Pot Of Gold,Lyall Moloney,0.909,https://api.spotify.com/v1/audio-analysis/42GMjgr5pCKTMFlPA30cmz,0.478,318467.0,0.419,42GMjgr5pCKTMFlPA30cmz,0.161,7.0,0.0898,-8.375,1.0,0.0288,80.058,4.0,https://api.spotify.com/v1/tracks/42GMjgr5pCKTMFlPA30cmz,audio_features,spotify:track:42GMjgr5pCKTMFlPA30cmz,0.292
696,Let's Get High And Watch Planet Earth,Watsky,0.124,https://api.spotify.com/v1/audio-analysis/2GLcl7UDyXxv9THrmZwJa4,0.566,200170.0,0.536,2GLcl7UDyXxv9THrmZwJa4,0.00785,2.0,0.342,-9.733,0.0,0.0295,169.954,4.0,https://api.spotify.com/v1/tracks/2GLcl7UDyXxv9THrmZwJa4,audio_features,spotify:track:2GLcl7UDyXxv9THrmZwJa4,0.568
697,All Things Good,Ivey,0.0431,https://api.spotify.com/v1/audio-analysis/2H6p3vkyJWZK2boHUenyIj,0.83,317800.0,0.73,2H6p3vkyJWZK2boHUenyIj,0.0441,9.0,0.139,-7.243,1.0,0.107,96.197,4.0,https://api.spotify.com/v1/tracks/2H6p3vkyJWZK2boHUenyIj,audio_features,spotify:track:2H6p3vkyJWZK2boHUenyIj,0.716
698,Chemicals,Rosemary Fairweather,0.348,https://api.spotify.com/v1/audio-analysis/65Yq3PZXJIRLMJmdH6qOdg,0.548,225139.0,0.362,65Yq3PZXJIRLMJmdH6qOdg,0.000591,2.0,0.12,-10.206,1.0,0.0331,79.89,4.0,https://api.spotify.com/v1/tracks/65Yq3PZXJIRLMJmdH6qOdg,audio_features,spotify:track:65Yq3PZXJIRLMJmdH6qOdg,0.483
699,"Ready, Able",Grizzly Bear,0.0414,https://api.spotify.com/v1/audio-analysis/2KaLy2FmUAGLfNsoMXJWVj,0.494,256400.0,0.889,2KaLy2FmUAGLfNsoMXJWVj,0.791,11.0,0.338,-4.175,0.0,0.0354,128.052,4.0,https://api.spotify.com/v1/tracks/2KaLy2FmUAGLfNsoMXJWVj,audio_features,spotify:track:2KaLy2FmUAGLfNsoMXJWVj,0.628
